customer_id,lead_date,product_searched,gender,nationality,province,dob,booking_date,product_booked,Booking_Price,Discount
9433,2017-06-05,Premium_Economy,Female,Philippines,Abu Dhabi,25/01/1977,,,,
9434,2017-06-05,Business,Male,U.A.E.,Dubai,22/11/1963,,,,
9435,2017-06-05,Economy,Male,Oman,Dubai,22/12/1954,,,,
9436,2017-06-05,Business,Male,U.A.E.,Ras Al Khaimah,26/07/1989,2017-06-05,Business,8000.0,640.0
9437,2017-06-05,Premium_Economy,Female,Yemen,Ras Al Khaimah,13/07/1981,2017-06-05,Premium_Economy,5000.0,420.0
9438,2017-06-05,Economy,Male,U.A.E.,Dubai,11/07/1990,,,,
9439,2017-06-05,Business,Male,U.A.E.,Dubai,27/10/1976,,,,
9440,2017-06-05,Economy,Male,India,Abu Dhabi,16/02/1970,2017-06-05,Economy,4000.0,500.0
9441,2017-06-05,Business,Female,U.A.E.,Dubai,18/05/1988,,,,
9442,2017-06-05,Economy,Male,India,Fujairah,24/09/1987,,,,
9443,2017-06-05,Economy,Male,India,Sharjah,17/07/1972,,,,
9444,2017-06-05,Business,Male,U.A.E.,Abu Dhabi,07/07/1998,,,,
9445,2017-06-05,Business,Male,India,Dubai,01/11/1971,,,,
9446,2017-06-05,Premium_Economy,Female,Jordan,Sharjah,12/04/1974,2017-06-05,Premium_Economy,5000.0,360.0
9447,2017-06-05,Premium_Economy,Male,Tunisia,Dubai,11/02/1977,2017-06-05,Premium_Economy,5000.0,500.0
9448,2017-06-05,Business,Male,Jordan,Abu Dhabi,28/05/1967,,,,
9449,2017-06-05,Business,Female,U.A.E.,Abu Dhabi,26/02/1987,,,,
9450,2017-06-05,Premium_Economy,Male,Lebanon,Dubai,13/09/1971,,,,
9451,2017-06-05,Premium_Economy,Male,India,Dubai,09/04/1980,,,,
9452,2017-06-05,Business,Male,U.A.E.,Abu Dhabi,01/08/1995,2017-06-05,Business,8000.0,760.0
9453,2017-06-05,Business,Male,U.A.E.,Abu Dhabi,26/07/1980,,,,
9454,2017-06-05,Economy,Male,Not Known,Abu Dhabi,03/06/1980,,,,
9455,2017-06-05,Business,Male,Australia,Dubai,12/11/1959,2017-06-05,Business,8000.0,330.0
9456,2017-06-05,Economy,Male,U.A.E.,Abu Dhabi,23/07/1973,2017-06-05,Economy,4000.0,350.0
9457,2017-06-05,Business,Male,U.A.E.,Sharjah,17/11/1988,2017-06-05,Business,8000.0,280.0
9458,2017-06-05,Premium_Economy,Female,India,Dubai,18/11/1970,,,,
9459,2017-06-05,Business,Male,U.A.E.,Dubai,28/03/1978,,,,
9460,2017-06-05,Premium_Economy,Male,India,Dubai,12/10/1976,2017-06-05,Premium_Economy,5000.0,210.0
9461,2017-06-05,Business,Female,U.A.E.,Dubai,30/03/1956,,,,
9462,2017-06-05,Business,Male,France,Dubai,10/11/1967,,,,
9463,2017-06-05,Business,Male,U.A.E.,Fujairah,06/11/1974,,,,
9464,2017-06-05,Economy,Male,India,,,,,,
9465,2017-06-05,Business,Male,U.A.E.,Fujairah,25/04/1969,,,,
9466,2017-06-05,Economy,Female,South Korea,Ras Al Khaimah,11/09/1982,,,,
9467,2017-06-05,Business,Female,U.A.E.,Dubai,09/09/1969,,,,
9468,2017-06-05,Business,Male,U.A.E.,Abu Dhabi,21/05/1988,,,,
9469,2017-06-05,Economy,Male,U.A.E.,Abu Dhabi,15/12/1976,2017-06-05,Economy,4000.0,380.0
9470,2017-06-05,Business,Male,USA,Abu Dhabi,15/06/1974,2017-06-05,Business,8000.0,280.0
9471,2017-06-05,Business,Male,U.A.E.,Dubai,23/03/1957,,,,
9472,2017-06-05,Economy,Male,Egypt,Abu Dhabi,12/07/1987,,,,
9473,2017-06-05,Business,Male,India,Dubai,14/06/1978,,,,
9474,2017-06-05,Premium_Economy,Male,Not Known,Abu Dhabi,,,,,
9475,2017-06-05,Business,Male,Philippines,Abu Dhabi,09/06/1980,,,,
9476,2017-06-05,Economy,Male,Egypt,Dubai,03/04/1987,,,,
9477,2017-06-06,Premium_Economy,Male,U.A.E.,Abu Dhabi,03/12/1983,2017-06-06,Premium_Economy,5000.0,270.0
9478,2017-06-06,Economy,Male,Not Known,Abu Dhabi,,,,,
9479,2017-06-06,Economy,Male,India,Dubai,03/12/1995,2017-06-06,Economy,4000.0,270.0
9480,2017-06-06,Business,Male,U.A.E.,Abu Dhabi,10/04/1969,,,,
9481,2017-06-06,Business,Male,Not Known,Abu Dhabi,,,,,
9482,2017-06-06,Business,Male,U.A.E.,Dubai,06/02/1980,,,,
9483,2017-06-06,Economy,Female,Moldavia,Dubai,16/07/1984,2017-06-06,Economy,4000.0,200.0
9484,2017-06-06,Economy,Male,India,,,,,,
9485,2017-06-06,Economy,Male,India,Abu Dhabi,04/10/1984,2017-06-06,Economy,4000.0,100.0
9486,2017-06-06,Economy,Female,Egypt,Sharjah,24/11/1983,2017-06-06,Economy,4000.0,900.0
9487,2017-06-06,Premium_Economy,Male,U.A.E.,Al-Ain,26/11/1971,,,,
9488,2017-06-06,Business,Female,U.A.E.,Dubai,03/06/1984,,,,
9489,2017-06-06,Business,Male,U.A.E.,Sharjah,01/08/1962,,,,
9490,2017-06-06,Economy,Male,Egypt,Dubai,13/01/1969,2017-06-06,Economy,4000.0,230.0
9491,2017-06-06,Economy,Male,Egypt,Abu Dhabi,19/03/1958,,,,
9492,2017-06-06,Premium_Economy,Female,Algeria,Dubai,02/12/1986,,,,
9493,2017-06-06,Economy,Female,India,Sharjah,18/02/1969,,,,
9494,2017-06-06,Economy,Male,U.A.E.,Dubai,11/11/1989,2017-06-06,Economy,4000.0,300.0
9495,2017-06-06,Business,Male,U.A.E.,Sharjah,07/01/1976,2017-06-06,Business,8000.0,190.0
9496,2017-06-06,Economy,Male,India,Dubai,20/02/1990,,,,
9497,2017-06-06,Economy,Male,Egypt,Abu Dhabi,23/12/1981,2017-06-06,Economy,4000.0,300.0
9498,2017-06-06,Business,Male,U.A.E.,Abu Dhabi,23/07/1977,,,,
9499,2017-06-06,Business,Male,U.A.E.,Al-Ain,01/02/1981,2017-06-06,Business,8000.0,700.0
9500,2017-06-06,Economy,Male,Pakistan,Sharjah,10/11/1979,,,,
9501,2017-06-06,Economy,Male,Egypt,Al-Ain,18/02/1978,2017-06-06,Economy,4000.0,270.0
9502,2017-06-06,Business,Male,Afghanistan,Abu Dhabi,01/01/1973,,,,
9503,2017-06-06,Premium_Economy,Male,India,Dubai,27/08/1974,,,,
9504,2017-06-06,Business,Male,U.A.E.,Al-Ain,02/04/1978,2017-06-06,Business,8000.0,770.0
9505,2017-06-06,Economy,Male,U.A.E.,Dubai,09/10/1962,2017-06-06,Economy,4000.0,170.0
9506,2017-06-06,Business,Male,U.A.E.,Dubai,01/03/1993,2017-06-06,Business,8000.0,300.0
9507,2017-06-06,Business,Male,U.A.E.,Abu Dhabi,17/03/1994,,,,
9508,2017-06-06,Economy,Male,U.A.E.,Dubai,28/01/1970,2017-06-06,Economy,4000.0,180.0
9509,2017-06-06,Business,Male,Australia,Abu Dhabi,22/02/1964,,,,
9510,2017-06-06,Premium_Economy,Female,Palestinian,Sharjah,19/11/1984,2017-06-06,Premium_Economy,5000.0,480.0
9511,2017-06-06,Premium_Economy,Male,Egypt,Abu Dhabi,16/05/1976,,,,
9512,2017-06-06,Business,Male,Not Known,Dubai,,,,,
9513,2017-06-06,Business,Male,Not Known,Ajman,,,,,
9514,2017-06-06,Business,Female,U.A.E.,Al-Ain,15/10/1992,2017-06-06,Business,8000.0,320.0
9515,2017-06-06,Economy,Female,Egypt,Abu Dhabi,16/07/1985,2017-06-06,Economy,4000.0,210.0
9516,2017-06-06,Economy,Male,Not Known,Ras Al Khaimah,,,,,
9517,2017-06-06,Premium_Economy,Male,Palestinian,Sharjah,29/04/1993,2017-06-06,Premium_Economy,5000.0,430.0
9518,2017-06-06,Business,Male,Not Known,Abu Dhabi,,,,,
9519,2017-06-06,Business,Male,Iraq,Dubai,23/03/1969,,,,
9520,2017-06-06,Business,Male,U.A.E.,Abu Dhabi,14/05/1992,2017-06-06,Business,8000.0,420.0
9521,2017-06-06,Economy,Male,India,Abu Dhabi,18/09/1988,,,,
9522,2017-06-06,Business,Female,U.A.E.,Dubai,10/10/1990,2017-06-06,Business,8000.0,600.0
9523,2017-06-06,Economy,Male,Egypt,Dubai,27/11/1981,,,,
9524,2017-06-06,Business,Female,U.A.E.,Umm Al Quwain,04/01/1980,,,,
9525,2017-06-06,Economy,Male,Pakistan,Ajman,26/05/1988,2017-06-06,Economy,4000.0,300.0
9526,2017-06-06,Business,Male,U.A.E.,Abu Dhabi,09/06/1980,,,,
9527,2017-06-06,Business,Male,U.A.E.,Ras Al Khaimah,24/09/1975,2017-06-06,Business,8000.0,350.0
9528,2017-06-06,Business,Male,U.A.E.,Sharjah,06/04/1979,,,,
9529,2017-06-06,Economy,Male,Egypt,Abu Dhabi,29/06/1984,,,,
9530,2017-06-06,Premium_Economy,Male,Philippines,Dubai,13/05/1977,,,,
9531,2017-06-06,Economy,Male,Egypt,Dubai,24/04/1983,2017-06-06,Economy,4000.0,120.0
9532,2017-06-06,Business,Male,Not Known,Dubai,,,,,
9533,2017-06-06,Business,Male,U.A.E.,Fujairah,16/01/1958,,,,
9534,2017-06-06,Premium_Economy,Male,Not Known,Fujairah,,,,,
9535,2017-06-06,Business,Male,U.A.E.,Ajman,14/09/1959,,,,
9536,2017-06-06,Business,Male,U.A.E.,Fujairah,04/10/1985,,,,
9537,2017-06-06,Business,Male,U.A.E.,Umm Al Quwain,13/10/1953,,,,
9538,2017-06-06,Premium_Economy,Male,Sri Lanka,Ajman,03/12/1984,,,,
9539,2017-06-06,Premium_Economy,Female,Egypt,Dubai,14/01/1979,2017-06-06,Premium_Economy,5000.0,160.0
9540,2017-06-06,Economy,Female,United Kingdom,Dubai,14/04/1989,2017-06-06,Economy,4000.0,200.0
9541,2017-06-06,Business,Male,U.A.E.,Abu Dhabi,12/08/1986,,,,
9542,2017-06-06,Business,Male,U.A.E.,Dubai,,,,,
9543,2017-06-06,Premium_Economy,Female,U.A.E.,Dubai,25/01/1972,2017-06-06,Premium_Economy,5000.0,480.0
9544,2017-06-06,Business,Male,U.A.E.,Fujairah,14/09/1987,,,,
9545,2017-06-06,Economy,Male,Egypt,Sharjah,24/09/1982,,,,
9546,2017-06-06,Business,Male,U.A.E.,Abu Dhabi,11/04/1989,2017-06-06,Business,8000.0,200.0
9547,2017-06-06,Business,Female,U.A.E.,Dubai,07/02/1995,,,,
9548,2017-06-06,Economy,Female,Philippines,Abu Dhabi,17/11/1978,,,,
9549,2017-06-06,Business,Male,U.A.E.,Dubai,24/04/1993,2017-06-06,Business,8000.0,220.0
9550,2017-06-06,Economy,Male,India,Dubai,12/12/1989,,,,
9551,2017-06-06,Economy,Male,India,Abu Dhabi,18/10/1979,,,,
9552,2017-06-06,Premium_Economy,Male,India,Abu Dhabi,15/11/1977,,,,
9553,2017-06-06,Premium_Economy,Male,Iraq,Sharjah,05/09/1965,,,,
9554,2017-06-06,Business,Female,U.A.E.,Fujairah,25/11/1979,,,,
9555,2017-06-06,Premium_Economy,Male,Egypt,Abu Dhabi,17/01/1980,2017-06-06,Premium_Economy,5000.0,130.0
9556,2017-06-06,Premium_Economy,Male,Yemen,Sharjah,,,,,
9557,2017-06-06,Economy,Female,India,Al-Ain,19/02/1990,2017-06-06,Economy,4000.0,800.0
9558,2017-06-06,Business,Male,U.A.E.,Ras Al Khaimah,28/10/1985,,,,
9559,2017-06-06,Economy,Male,Egypt,Dubai,17/08/1990,,,,
9560,2017-06-06,Economy,Male,Egypt,Dubai,14/03/1981,,,,
9561,2017-06-06,Business,Male,U.A.E.,Al-Ain,23/12/1994,,,,
9562,2017-06-06,Business,Male,United Kingdom,Ajman,,,,,
9563,2017-06-06,Premium_Economy,Male,India,Dubai,07/05/1973,2017-06-06,Premium_Economy,5000.0,190.0
9564,2017-06-06,Economy,Male,U.A.E.,Al-Ain,18/11/1985,,,,
9565,2017-06-06,Premium_Economy,Male,Philippines,Al-Ain,30/04/1982,,,,
9566,2017-06-06,Business,Male,Sudan,Dubai,08/08/1959,2017-06-06,Business,8000.0,500.0
9567,2017-06-07,Business,Female,U.A.E.,Abu Dhabi,08/08/1983,,,,
9568,2017-06-07,Business,Male,U.A.E.,Ajman,15/01/1960,2017-06-07,Business,8000.0,480.0
9569,2017-06-07,Business,Male,Egypt,Abu Dhabi,15/10/1972,2017-06-07,Business,8000.0,650.0
9570,2017-06-07,Business,Male,U.A.E.,Ras Al Khaimah,17/01/1987,,,,
9571,2017-06-07,Economy,Male,Egypt,Dubai,31/01/1978,2017-06-07,Economy,4000.0,350.0
9572,2017-06-07,Economy,Male,U.A.E.,Abu Dhabi,06/04/1971,,,,
9573,2017-06-07,Premium_Economy,Male,India,Dubai,,,,,
9574,2017-06-07,Business,Male,U.A.E.,Abu Dhabi,10/07/1983,,,,
9575,2017-06-07,Premium_Economy,Female,Kuwait,Dubai,18/01/1982,2017-06-07,Premium_Economy,5000.0,200.0
9576,2017-06-07,Business,Male,Not Known,Dubai,,,,,
9577,2017-06-07,Economy,Male,Pakistan,Abu Dhabi,27/04/1993,,,,
9578,2017-06-07,Economy,Male,Sudan,Abu Dhabi,25/11/1963,2017-06-07,Economy,4000.0,100.0
9579,2017-06-07,Business,Male,U.A.E.,Sharjah,,,,,
9580,2017-06-07,Business,Female,U.A.E.,Dubai,11/02/1995,2017-06-07,Business,8000.0,620.0
9581,2017-06-07,Business,Male,U.A.E.,Dubai,15/03/1961,2017-06-07,Business,8000.0,790.0
9582,2017-06-07,Business,Male,U.A.E.,Dubai,09/08/1974,2017-06-07,Business,8000.0,540.0
9583,2017-06-07,Business,Male,India,Dubai,25/09/1977,,,,
9584,2017-06-07,Business,Male,U.A.E.,Sharjah,20/06/1982,,,,
9585,2017-06-07,Business,Female,U.A.E.,Sharjah,20/04/1981,2017-06-07,Business,8000.0,180.0
9586,2017-06-07,Economy,Male,U.A.E.,Al-Ain,19/09/1995,,,,
9587,2017-06-07,Business,Female,U.A.E.,Ajman,09/12/1983,2017-06-07,Business,8000.0,130.0
9588,2017-06-07,Business,Male,U.A.E.,Sharjah,15/05/1983,,,,
9589,2017-06-07,Business,Male,Yemen,Dubai,17/11/1949,,,,
9590,2017-06-07,Business,Male,Not Known,Abu Dhabi,,,,,
9591,2017-06-07,Business,Male,India,Dubai,,,,,
9592,2017-06-07,Economy,Male,India,Sharjah,21/02/1981,2017-06-07,Economy,4000.0,900.0
9593,2017-06-07,Business,Male,U.A.E.,Abu Dhabi,06/09/1968,,,,
9594,2017-06-07,Business,Male,U.A.E.,Abu Dhabi,28/02/1979,,,,
9595,2017-06-07,Economy,Male,India,Sharjah,01/10/1979,,,,
9596,2017-06-07,Economy,Male,Not Known,Al-Ain,,,,,
9597,2017-06-07,Premium_Economy,Male,India,Dubai,25/08/1978,,,,
9598,2017-06-07,Premium_Economy,Male,Oman,Abu Dhabi,28/02/1990,2017-06-07,Premium_Economy,5000.0,480.0
9599,2017-06-07,Business,Male,Egypt,Abu Dhabi,19/06/1984,,,,
9600,2017-06-07,Premium_Economy,Male,U.A.E.,Abu Dhabi,21/10/1982,,,,
9601,2017-06-07,Business,Male,U.A.E.,Dubai,15/06/1976,,,,
9602,2017-06-07,Business,Male,U.A.E.,Abu Dhabi,16/01/1986,,,,
9603,2017-06-07,Business,Male,U.A.E.,,16/01/1978,,,,
9604,2017-06-07,Business,Female,U.A.E.,Fujairah,28/08/1977,,,,
9605,2017-06-07,Premium_Economy,Male,U.A.E.,Sharjah,13/03/1991,2017-06-07,Premium_Economy,5000.0,300.0
9606,2017-06-07,Business,Male,United Kingdom,Dubai,15/12/1986,2017-06-07,Business,8000.0,470.0
9607,2017-06-07,Business,Male,Pakistan,Dubai,07/12/1958,,,,
9608,2017-06-07,Premium_Economy,Male,Jordan,Ras Al Khaimah,31/01/1974,2017-06-07,Premium_Economy,5000.0,420.0
9609,2017-06-07,Business,Male,U.A.E.,Sharjah,24/04/1982,,,,
9610,2017-06-07,Premium_Economy,Male,Egypt,Al-Ain,28/09/1978,,,,
9611,2017-06-07,Business,Male,U.A.E.,Abu Dhabi,16/12/1974,,,,
9612,2017-06-07,Premium_Economy,Male,India,Dubai,06/01/1981,,,,
9613,2017-06-07,Business,Male,Not Known,Dubai,,,,,
9614,2017-06-07,Business,Male,U.A.E.,Abu Dhabi,,,,,
9615,2017-06-07,Business,Male,Not Known,Fujairah,,,,,
9616,2017-06-07,Premium_Economy,,,,,,,,
9617,2017-06-07,Business,Male,U.A.E.,Fujairah,02/08/1990,,,,
9618,2017-06-07,Economy,Male,Pakistan,Dubai,04/02/1985,2017-06-07,Economy,4000.0,250.0
9619,2017-06-07,Premium_Economy,Male,U.A.E.,Dubai,07/01/1994,,,,
9620,2017-06-07,Business,Male,U.A.E.,Ajman,14/07/1972,2017-06-07,Business,8000.0,680.0
9621,2017-06-07,Business,Male,Not Known,Abu Dhabi,,,,,
9622,2017-06-07,Economy,Male,Not Known,Abu Dhabi,,,,,
9623,2017-06-07,Premium_Economy,Male,Pakistan,Abu Dhabi,,,,,
9624,2017-06-07,Economy,Male,Burundi,Abu Dhabi,05/12/1975,,,,
9625,2017-06-07,Economy,Male,U.A.E.,Dubai,,,,,
9626,2017-06-07,Business,Male,Albanian,Abu Dhabi,22/12/1984,,,,
9627,2017-06-07,Business,Female,U.A.E.,Ajman,25/04/1986,2017-06-07,Business,8000.0,500.0
9628,2017-06-07,Business,Male,U.A.E.,Abu Dhabi,12/08/1988,,,,
9629,2017-06-07,Business,Male,U.A.E.,Khorfakan,22/01/1972,2017-06-07,Business,8000.0,100.0
9630,2017-06-07,Economy,Male,India,Abu Dhabi,02/04/1981,,,,
9631,2017-06-07,Economy,Female,Pakistan,Sharjah,14/05/1989,,,,
9632,2017-06-07,Business,Female,U.A.E.,Dubai,26/01/1949,2017-06-07,Business,8000.0,560.0
9633,2017-06-07,Business,Male,U.A.E.,Abu Dhabi,12/05/1968,,,,
9634,2017-06-07,Business,Male,U.A.E.,Al-Ain,16/01/1969,,,,
9635,2017-06-07,Business,Male,U.A.E.,Umm Al Quwain,08/03/1988,2017-06-07,Business,8000.0,290.0
9636,2017-06-07,Economy,Female,U.A.E.,Sharjah,12/03/1968,2017-06-07,Economy,4000.0,400.0
9637,2017-06-07,Economy,Male,U.A.E.,Dubai,17/07/1948,2017-06-07,Economy,4000.0,310.0
9638,2017-06-07,Economy,Male,India,Dubai,19/04/1970,2017-06-07,Economy,4000.0,260.0
9639,2017-06-07,Premium_Economy,Male,India,Dubai,25/11/1985,,,,
9640,2017-06-07,Economy,Male,United Kingdom,Al-Ain,08/11/1972,,,,
9641,2017-06-07,Premium_Economy,Male,Pakistan,Abu Dhabi,30/12/1978,,,,
9642,2017-06-07,Premium_Economy,Female,Egypt,Abu Dhabi,13/09/1962,,,,
9643,2017-06-07,Premium_Economy,Male,U.A.E.,Dubai,02/03/1981,,,,
9644,2017-06-07,Business,Male,India,Dubai,14/10/1973,2017-06-07,Business,8000.0,260.0
9645,2017-06-07,Business,Male,U.A.E.,Ajman,04/01/1991,,,,
9646,2017-06-07,Economy,Female,Egypt,Umm Al Quwain,17/05/1982,2017-06-07,Economy,4000.0,140.0
9647,2017-06-07,Premium_Economy,Female,Egypt,Umm Al Quwain,23/11/1974,2017-06-07,Premium_Economy,5000.0,340.0
9648,2017-06-07,Business,Male,Pakistan,Dubai,30/11/1979,,,,
9649,2017-06-07,Economy,Male,Iraq,Dubai,13/01/1973,,,,
9650,2017-06-08,Economy,Male,India,Abu Dhabi,,,,,
9651,2017-06-08,Economy,,,,,,,,
9652,2017-06-08,Business,Male,U.A.E.,Abu Dhabi,30/10/1988,,,,
9653,2017-06-08,Premium_Economy,Female,U.A.E.,Ajman,09/01/1969,2017-06-08,Premium_Economy,5000.0,200.0
9654,2017-06-08,Premium_Economy,Male,U.A.E.,Sharjah,06/11/1987,,,,
9655,2017-06-08,Business,Male,U.A.E.,Dubai,16/08/1984,2017-06-08,Business,8000.0,750.0
9656,2017-06-08,Premium_Economy,Male,Pakistan,Dubai,26/11/1970,,,,
9657,2017-06-08,Premium_Economy,Male,India,Dubai,18/08/1971,2017-06-08,Premium_Economy,5000.0,380.0
9658,2017-06-08,Business,Male,Jordan,Sharjah,23/11/1965,,,,
9659,2017-06-08,Premium_Economy,Male,Bangladesh,Abu Dhabi,09/04/1988,,,,
9660,2017-06-08,Business,Male,Iran,Dubai,25/02/1971,,,,
9661,2017-06-08,Premium_Economy,Female,Netherlands,Sharjah,11/06/1991,,,,
9662,2017-06-08,Business,Male,U.A.E.,Abu Dhabi,12/04/1969,,,,
9663,2017-06-08,Business,Male,Egypt,Sharjah,12/06/1969,,,,
9664,2017-06-08,Economy,Male,Egypt,Ajman,11/07/1983,,,,
9665,2017-06-08,Business,Female,U.A.E.,Dubai,27/02/1975,2017-06-08,Business,8000.0,640.0
9666,2017-06-08,Business,Male,Egypt,Dubai,13/04/1960,,,,
9667,2017-06-08,Business,Male,U.A.E.,Ras Al Khaimah,20/03/1988,2017-06-08,Business,8000.0,670.0
9668,2017-06-08,Premium_Economy,Male,Chad,Sharjah,02/06/1980,,,,
9669,2017-06-08,Premium_Economy,Female,India,Dubai,23/03/1981,2017-06-08,Premium_Economy,5000.0,270.0
9670,2017-06-08,Economy,Male,Not Known,Abu Dhabi,,,,,
9671,2017-06-08,Business,Female,U.A.E.,Ras Al Khaimah,09/07/1983,2017-06-08,Business,8000.0,200.0
9672,2017-06-08,Business,Male,India,Dubai,,,,,
9673,2017-06-08,Economy,Male,Syria,Dubai,09/08/1988,,,,
9674,2017-06-08,Business,Male,U.A.E.,Al-Ain,30/04/1970,,,,
9675,2017-06-08,Business,Male,Egypt,Dubai,05/02/1975,2017-06-08,Business,8000.0,620.0
9676,2017-06-08,Economy,Female,India,Dubai,08/03/1988,2017-06-08,Economy,4000.0,800.0
9677,2017-06-08,Premium_Economy,Male,India,Dubai,16/04/1979,,,,
9678,2017-06-08,Premium_Economy,Male,U.A.E.,Fujairah,18/06/1982,,,,
9679,2017-06-08,Business,Male,U.A.E.,Sharjah,13/07/1987,2017-06-08,Business,8000.0,150.0
9680,2017-06-08,Premium_Economy,Male,India,Ras Al Khaimah,02/03/1970,,,,
9681,2017-06-08,Business,Male,U.A.E.,Ras Al Khaimah,22/12/1984,,,,
9682,2017-06-08,Premium_Economy,Female,Philippines,Dubai,06/08/1982,,,,
9683,2017-06-08,Premium_Economy,Male,U.A.E.,Sharjah,10/03/1974,2017-06-08,Premium_Economy,5000.0,500.0
9684,2017-06-08,Business,Male,U.A.E.,Sharjah,23/05/1958,2017-06-08,Business,8000.0,240.0
9685,2017-06-08,Premium_Economy,Male,Yemen,Abu Dhabi,16/03/1982,2017-06-08,Premium_Economy,5000.0,110.0
9686,2017-06-08,Business,Male,U.A.E.,Abu Dhabi,,,,,
9687,2017-06-08,Premium_Economy,Female,Not Known,Dubai,,,,,
9688,2017-06-08,Premium_Economy,Male,U.A.E.,Dubai,,,,,
9689,2017-06-08,Business,Male,U.A.E.,Ras Al Khaimah,10/10/1986,,,,
9690,2017-06-08,Business,Male,United Kingdom,Dubai,09/05/1975,,,,
9691,2017-06-08,Economy,Male,India,Ajman,14/12/1980,,,,
9692,2017-06-08,Premium_Economy,Male,U.A.E.,Abu Dhabi,22/05/1987,2017-06-08,Premium_Economy,5000.0,140.0
9693,2017-06-08,Business,Male,U.A.E.,Ras Al Khaimah,22/05/1983,,,,
9694,2017-06-08,Premium_Economy,Male,Not Known,Abu Dhabi,,,,,
9695,2017-06-08,Economy,Female,U.A.E.,Dubai,27/09/1955,2017-06-08,Economy,4000.0,310.0
9696,2017-06-08,Premium_Economy,Male,Sudan,Abu Dhabi,12/10/1958,,,,
9697,2017-06-08,Business,Male,U.A.E.,Abu Dhabi,06/09/1970,,,,
9698,2017-06-08,Business,Female,U.A.E.,Dubai,04/06/1979,2017-06-08,Business,8000.0,190.0
9699,2017-06-08,Economy,Male,Not Known,Abu Dhabi,,,,,
9700,2017-06-08,Business,Male,Philippines,Dubai,01/08/1976,,,,
9701,2017-06-08,Economy,Male,India,Dubai,19/06/1991,,,,
9702,2017-06-08,Business,Male,U.A.E.,,27/06/1985,,,,
9703,2017-06-08,Premium_Economy,Male,India,Fujairah,09/09/1976,,,,
9704,2017-06-08,Business,Male,India,Dubai,,,,,
9705,2017-06-08,Business,Male,U.A.E.,Abu Dhabi,07/05/1979,,,,
9706,2017-06-08,Business,Male,U.A.E.,Abu Dhabi,18/04/1968,,,,
9707,2017-06-08,Business,Male,U.A.E.,Abu Dhabi,11/07/1998,2017-06-08,Business,8000.0,190.0
9708,2017-06-08,Business,Male,U.A.E.,Abu Dhabi,18/02/1983,2017-06-08,Business,8000.0,350.0
9709,2017-06-08,Premium_Economy,Male,India,Dubai,29/11/1981,,,,
9710,2017-06-08,Business,Male,U.A.E.,Dubai,23/04/1980,2017-06-08,Business,8000.0,210.0
9711,2017-06-08,Premium_Economy,Female,U.A.E.,Dubai,08/05/1988,,,,
9712,2017-06-08,Economy,Male,India,,16/06/1976,,,,
9713,2017-06-08,Business,Male,Iraq,Abu Dhabi,27/01/1978,,,,
9714,2017-06-08,Business,Male,U.A.E.,Abu Dhabi,17/02/1979,2017-06-08,Business,8000.0,180.0
9715,2017-06-08,Business,Male,U.A.E.,Dubai,04/03/1975,,,,
9716,2017-06-08,Economy,Male,India,Dubai,20/07/1977,,,,
9717,2017-06-08,Business,Male,India,Sharjah,17/05/1973,,,,
9718,2017-06-08,Business,Male,U.A.E.,Dubai,19/03/1987,,,,
9719,2017-06-08,Premium_Economy,Male,U.A.E.,Sharjah,07/08/1982,,,,
9720,2017-06-08,Business,Male,U.A.E.,Abu Dhabi,18/09/1984,,,,
9721,2017-06-08,Business,Male,U.A.E.,Dubai,30/10/1996,2017-06-08,Business,8000.0,760.0
9722,2017-06-08,Premium_Economy,Male,U.A.E.,Ras Al Khaimah,12/04/1973,,,,
9723,2017-06-08,Business,Male,India,Dubai,01/02/1959,2017-06-08,Business,8000.0,390.0
9724,2017-06-08,Economy,Male,Egypt,Abu Dhabi,21/01/1991,,,,
9725,2017-06-08,Business,Male,U.A.E.,Fujairah,08/07/1975,,,,
9726,2017-06-08,Premium_Economy,Male,India,Sharjah,11/02/1977,2017-06-08,Premium_Economy,5000.0,400.0
9727,2017-06-08,Business,Male,U.A.E.,Fujairah,01/01/1979,,,,
9728,2017-06-08,Economy,Female,U.A.E.,Dubai,02/02/1981,,,,
9729,2017-06-09,Business,Female,Egypt,Sharjah,11/01/1984,,,,
9730,2017-06-09,Business,Male,India,Dubai,27/01/1972,2017-06-09,Business,8000.0,690.0
9731,2017-06-09,Business,Male,U.A.E.,Abu Dhabi,24/10/1988,,,,
9732,2017-06-09,Premium_Economy,Male,Iraq,Sharjah,29/10/1981,2017-06-09,Premium_Economy,5000.0,330.0
9733,2017-06-09,Premium_Economy,Male,Egypt,Ajman,,,,,
9734,2017-06-09,Business,Male,United Kingdom,Dubai,15/11/1966,,,,
9735,2017-06-09,Business,Female,U.A.E.,Abu Dhabi,22/08/1975,2017-06-09,Business,8000.0,470.0
9736,2017-06-09,Business,Male,Iraq,Dubai,08/05/1972,,,,
9737,2017-06-09,Economy,Male,India,Dubai,03/09/1988,,,,
9738,2017-06-09,Premium_Economy,Male,India,Dubai,01/04/1989,,,,
9739,2017-06-09,Premium_Economy,Male,India,Abu Dhabi,10/08/1987,2017-06-09,Premium_Economy,5000.0,280.0
9740,2017-06-10,Business,Male,U.A.E.,Abu Dhabi,24/05/1988,,,,
9741,2017-06-10,Business,Female,U.A.E.,Abu Dhabi,28/02/1984,,,,
